ID,FGM,FGA,FG_pc,3PM,3PA,3P_pc,FTM,FTA,FT_pc,OREB,DREB,REB,AST,STL,BLK,TOV,2PA,2PM,2P_pc
arizatr01,0.16326530612244894,0.16417910447761194,0.2567237163814181,0.3409090909090909,0.31451612903225806,0.37200000000000005,0.09090909090909091,0.08771929824561402,0.6988847583643122,0.11627906976744183,0.2952380952380952,0.2482269503546099,0.1326530612244898,0.6,0.10344827586206896,0.19565217391304351,0.0828729281767956,0.09677419354838712,0.49280449280449345
lenal01,0.21428571428571425,0.1492537313432836,0.5427872860635697,0.06818181818181818,0.08870967741935484,0.271,0.09090909090909091,0.13157894736842105,0.34572490706319703,0.3953488372093023,0.2952380952380952,0.33333333333333337,0.051020408163265314,0.15000000000000002,0.3103448275862069,0.1739130434782609,0.2209944751381215,0.27956989247311836,0.676004271748953
beverpa01,0.18367346938775503,0.1940298507462687,0.2396088019559902,0.36363636363636365,0.3225806451612903,0.38799999999999996,0.030303030303030304,0.043859649122807015,0.3680297397769515,0.23255813953488375,0.3047619047619047,0.29078014184397166,0.32653061224489804,0.5,0.1724137931034483,0.23913043478260873,0.1104972375690608,0.10752688172043012,0.329043329043329
meltode01,0.16326530612244894,0.1940298507462687,0.16625916870415647,0.1590909090909091,0.1854838709677419,0.28600000000000003,0.13131313131313135,0.14035087719298245,0.570631970260223,0.1395348837209302,0.19999999999999998,0.18439716312056742,0.2551020408163266,0.6,0.10344827586206896,0.2608695652173913,0.20441988950276246,0.18279569892473121,0.26009126009126016
spellom01,0.15306122448979587,0.1592039800995025,0.2396088019559902,0.20454545454545453,0.1774193548387097,0.391,0.12121212121212124,0.13157894736842105,0.6152416356877323,0.3488372093023256,0.19047619047619044,0.24113475177304966,0.06122448979591837,0.3,0.1724137931034483,0.19565217391304351,0.1712707182320442,0.15053763440860218,0.24171916277179473
daviste02,0.17346938775510196,0.16417910447761194,0.30073349633251845,0.29545454545454547,0.27419354838709675,0.38799999999999996,0.0404040404040404,0.03508771929824561,0.7472118959107809,0.1395348837209302,0.1619047619047619,0.15602836879432624,0.12244897959183676,0.2,0.06896551724137932,0.19565217391304351,0.1104972375690608,0.12903225806451613,0.5186615186615189
howardw01,0.18367346938775503,0.05970149253731344,0.9682151589242055,0.0,0.008064516129032258,0.6,0.13131313131313135,0.2368421052631579,0.09665427509293667,0.5581395348837208,0.38095238095238093,0.43971631205673756,0.030612244897959183,0.15000000000000002,0.37931034482758624,0.21739130434782608,0.17679558011049723,0.27956989247311836,1.0
jonesty01,0.1938775510204081,0.1890547263681592,0.3080684596577016,0.1590909090909091,0.15322580645161288,0.379,0.0404040404040404,0.043859649122807015,0.5185873605947954,0.0,0.04761904761904759,0.035460992907801414,0.40816326530612257,0.4,0.03448275862068966,0.13043478260869568,0.2209944751381215,0.21505376344086025,0.3492154768750517
biyombi01,0.17346938775510196,0.1194029850746269,0.5134474327628361,0.0,0.0,0.0,0.14141414141414144,0.21052631578947364,0.2620817843866169,0.511627906976744,0.2476190476190476,0.33333333333333337,0.051020408163265314,0.05,0.3103448275862069,0.1521739130434783,0.24861878453038674,0.2688172043010753,0.47490347490347506
hayesja02,0.16326530612244894,0.05970149253731344,0.8288508557457214,0.0,0.008064516129032258,0.25,0.16161616161616163,0.22807017543859648,0.3438661710037175,0.3255813953488372,0.15238095238095237,0.20567375886524825,0.051020408163265314,0.15000000000000002,0.3103448275862069,0.13043478260869568,0.17679558011049723,0.25806451612903236,0.868725868725869
